opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,Cycle
T2G750N6,Jonathan Berthelot,MG Special,Treequote,Won,11/11/2017,12/4/2017,57,23.00
6BCEXGTX,Marty Freudenburg,GTX Plus Pro,Toughzap,Lost,11/11/2017,11/22/2017,0,11.00
6ZFEAR57,Niesha Huffines,GTX Plus Basic,Genco Pura Olive Oil Company,Lost,11/11/2017,11/22/2017,0,11.00
Y1JFDUVB,Versie Hillebrand,MG Special,Codehow,Won,11/11/2017,12/20/2017,48,39.00
7FCXBW1M,Violet Mclelland,MG Special,Bioplex,Won,11/11/2017,11/13/2017,51,2.00
83Y5850C,Anna Snelling,MG Special,Inity,Lost,11/12/2017,11/25/2017,0,13.00
V1458D23,Corliss Cosme,GTX Plus Basic,Umbrella Corporation,Won,11/12/2017,11/13/2017,1138,1.00
LJEAX51Q,Darcel Schlecht,MG Special,Streethex,Won,11/12/2017,12/21/2017,49,39.00
LDDQ5PN2,Garret Kinder,MG Advanced,Sumace,Lost,11/12/2017,11/21/2017,0,9.00
WPJ0AS7T,Gladys Colclough,GTX Basic,Genco Pura Olive Oil Company,Won,11/12/2017,12/28/2017,650,46.00
4J8IA9GL,Kary Hendrixson,GTX Basic,Lexiqvolax,Won,11/12/2017,12/29/2017,470,47.00
76RZPT87,Lajuana Vencill,GTX Basic,Isdom,Won,11/12/2017,12/31/2017,567,49.00
9E3UNPHY,Markita Hansen,MG Advanced,Newex,Won,11/12/2017,12/25/2017,3836,43.00
CQ8UELF8,Marty Freudenburg,GTX Plus Pro,Rangreen,Won,11/12/2017,11/14/2017,5916,2.00
4E5E9MYV,Maureen Marcano,GTX Plus Basic,Cheers,Won,11/12/2017,11/22/2017,938,10.00
24BCH90I,Maureen Marcano,GTX Plus Basic,Kan-code,Won,11/12/2017,11/15/2017,1124,3.00
LWVZKYI0,Versie Hillebrand,MG Special,Gogozoom,Won,11/12/2017,12/1/2017,61,19.00
1W2EEX4L,Vicki Laflamme,MG Special,Faxquote,Lost,11/12/2017,12/24/2017,0,42.00
8977L373,Wilburn Farren,MG Advanced,Mathtouch,Won,11/12/2017,11/19/2017,4011,7.00
66LD5EF0,Zane Levy,GTX Plus Basic,Hatfan,Lost,11/12/2017,11/15/2017,0,3.00
50JIFEWD,Zane Levy,GTXPro,Plusstrip,Won,11/12/2017,11/17/2017,5144,5.00
MTZQ55RH,Boris Faz,GTX Basic,Zotware,Won,11/13/2017,11/24/2017,493,11.00
1V3O11ZD,Cassey Cress,GTX Basic,Kinnamplus,Lost,11/13/2017,11/23/2017,0,10.00
AIBZQM42,Daniell Hammack,GTX Plus Basic,Kinnamplus,Won,11/13/2017,11/20/2017,1224,7.00
IZ5MV9YF,Jonathan Berthelot,GTX Basic,Isdom,Lost,11/13/2017,11/21/2017,0,8.00
OHJX1K09,Kami Bicknell,GTX Basic,Konex,Lost,11/13/2017,11/14/2017,0,1.00
I33TECO1,Kami Bicknell,GTXPro,Hottechi,Lost,11/13/2017,11/30/2017,0,17.00
MT45X396,Lajuana Vencill,GTX Basic,Streethex,Lost,11/13/2017,11/19/2017,0,6.00
G1W97XZA,Maureen Marcano,GTX Plus Basic,,Engaging,11/13/2017,12/31/2017,0,48.00
V8ELYA6F,Anna Snelling,GTX Plus Pro,Treequote,Won,11/14/2017,11/15/2017,5276,1.00
NXXKM7C7,Daniell Hammack,GTX Plus Basic,Cancity,Engaging,11/14/2017,12/31/2017,0,47.00
K98JFWRC,Garret Kinder,GTX Plus Pro,Bioplex,Lost,11/14/2017,11/28/2017,0,14.00
H6Q0LXVH,Gladys Colclough,GTX Plus Basic,Konmatfix,Lost,11/14/2017,11/20/2017,0,6.00
2BH5Q718,Hayden Neloms,MG Advanced,Scotfind,Lost,11/14/2017,11/23/2017,0,9.00
CSJKVMR9,James Ascencio,GTX Basic,Y-corporation,Lost,11/14/2017,11/16/2017,0,2.00
N3YVDYY2,Marty Freudenburg,GTX Plus Basic,Ron-tech,Won,11/14/2017,11/23/2017,947,9.00
LRP5IXX5,Reed Clapper,GTX Plus Pro,Konex,Lost,11/14/2017,11/23/2017,0,9.00
SH1NTXPV,Violet Mclelland,MG Advanced,Kinnamplus,Won,11/14/2017,11/29/2017,3342,15.00
MKAKCFBQ,Boris Faz,GTX Plus Pro,Ganjaflex,Won,11/15/2017,12/30/2017,5610,45.00
9YH8LS5H,Cassey Cress,MG Advanced,Condax,Lost,11/15/2017,12/15/2017,0,30.00
RO8TURF5,Cassey Cress,GTX Basic,Donquadtech,Won,11/15/2017,11/30/2017,557,15.00
EW5ASXX4,Darcel Schlecht,GTXPro,Warephase,Lost,11/15/2017,11/20/2017,0,5.00
MDLJKQ5B,Darcel Schlecht,GTXPro,dambase,Won,11/15/2017,11/30/2017,5600,15.00
7OIR36P2,Donn Cantrell,GTXPro,Acme Corporation,Won,11/15/2017,12/27/2017,4980,42.00
7XRWWM0X,Kami Bicknell,MG Special,Scotfind,Engaging,11/15/2017,12/31/2017,0,46.00
GQ13O0AQ,Kami Bicknell,GTXPro,Kan-code,Lost,11/15/2017,11/22/2017,0,7.00
S9DDUFGP,Kary Hendrixson,GTX Basic,Konex,Lost,11/15/2017,11/28/2017,0,13.00
B5OXRZTT,Zane Levy,GTX Basic,Kan-code,Won,11/15/2017,11/25/2017,530,10.00
FX1RWO67,Anna Snelling,MG Advanced,Hottechi,Won,11/16/2017,12/31/2017,3300,45.00
BREOLQD9,Boris Faz,MG Advanced,,Engaging,11/16/2017,12/31/2017,0,45.00
2AGA3ALY,Hayden Neloms,MG Advanced,Konex,Won,11/16/2017,11/20/2017,3664,4.00
P8ZOY6HA,James Ascencio,GTX Plus Pro,Konex,Lost,11/16/2017,11/20/2017,0,4.00
PBGAZKMQ,Jonathan Berthelot,GTX Basic,Stanredtax,Won,11/16/2017,11/22/2017,575,6.00
86MJT5KR,Markita Hansen,MG Special,Blackzim,Lost,11/16/2017,11/23/2017,0,7.00
62PCN0KS,Maureen Marcano,GTX Plus Basic,,Engaging,11/16/2017,12/31/2017,0,45.00
20NZO7TT,Maureen Marcano,MG Advanced,J-Texon,Won,11/16/2017,12/1/2017,3271,15.00
6FR9YZH2,Moses Frase,GTX Plus Pro,Bioholding,Lost,11/16/2017,11/17/2017,0,1.00
LCZGL74L,Niesha Huffines,GTX Plus Basic,Cancity,Lost,11/16/2017,11/26/2017,0,10.00
6NWIZG2N,Reed Clapper,GTX Plus Basic,Mathtouch,Won,11/16/2017,11/24/2017,1035,8.00
IS2HLCEO,Boris Faz,MG Special,Plussunin,Lost,11/17/2017,12/4/2017,0,17.00
90D20NZU,Darcel Schlecht,GTX Plus Pro,Inity,Won,11/17/2017,11/24/2017,4880,7.00
P214KAH8,Donn Cantrell,MG Advanced,Yearin,Won,11/17/2017,11/29/2017,3644,12.00
HEMKK91Z,Elease Gluck,MG Advanced,Plusstrip,Won,11/17/2017,12/13/2017,3538,26.00
R2JKKVOO,Kami Bicknell,GTX Plus Basic,Cheers,Lost,11/17/2017,11/27/2017,0,10.00
6LS93NXH,Kary Hendrixson,GTX Basic,Goodsilron,Lost,11/17/2017,11/27/2017,0,10.00
BI36TLO5,Reed Clapper,GTXPro,Bubba Gump,Won,11/17/2017,12/6/2017,4154,19.00
TYQFCQBN,Rosie Papadopoulos,GTXPro,Donware,Won,11/17/2017,11/26/2017,4620,9.00
DH4WEPQ5,Versie Hillebrand,GTX Plus Pro,Domzoom,Won,11/17/2017,11/18/2017,5653,1.00
NJAOJJY9,Violet Mclelland,MG Special,Bioplex,Lost,11/17/2017,11/25/2017,0,8.00
VM6SAQYT,Violet Mclelland,MG Special,Donquadtech,Won,11/17/2017,11/26/2017,65,9.00
E2LVAU2T,Zane Levy,GTX Basic,Newex,Won,11/17/2017,12/5/2017,497,18.00
CNAOGH7N,Boris Faz,GTXPro,Sumace,Won,11/18/2017,12/7/2017,4645,19.00
0ONK3WET,Cassey Cress,GTXPro,Massive Dynamic,Won,11/18/2017,11/21/2017,4243,3.00
9Y43IDMY,Daniell Hammack,GTX Plus Basic,Opentech,Lost,11/18/2017,12/6/2017,0,18.00
UIE5G6GW,Darcel Schlecht,GTXPro,Cancity,Won,11/18/2017,11/29/2017,4617,11.00
GB6C2UK5,Elease Gluck,GTK 500,Xx-holding,Won,11/18/2017,12/4/2017,29220,16.00
5S2JLJGL,Jonathan Berthelot,GTX Plus Basic,Funholding,Lost,11/18/2017,11/30/2017,0,12.00
820NH7ZA,Kami Bicknell,GTX Basic,Konex,Won,11/18/2017,12/4/2017,643,16.00
PIPYDN8Y,Kary Hendrixson,GTX Basic,Scotfind,Lost,11/18/2017,11/21/2017,0,3.00
E3LNNM8H,Maureen Marcano,GTX Plus Pro,Blackzim,Lost,11/18/2017,12/5/2017,0,17.00
UHYI2QB2,Moses Frase,MG Special,Funholding,Lost,11/18/2017,11/28/2017,0,10.00
5SJP2J1J,Boris Faz,GTX Plus Basic,Mathtouch,Won,11/19/2017,11/20/2017,886,1.00
R5V9DX5U,Cecily Lampkin,MG Advanced,Rangreen,Won,11/19/2017,11/28/2017,3206,9.00
PGCWLU4L,Daniell Hammack,GTX Basic,Gekko & Co,Won,11/19/2017,11/20/2017,678,1.00
RVI6ARFW,Darcel Schlecht,GTX Basic,Funholding,Won,11/19/2017,11/20/2017,549,1.00
QVWPMJ8R,Donn Cantrell,GTX Plus Pro,Kan-code,Won,11/19/2017,11/28/2017,6540,9.00
7M7UED1P,Jonathan Berthelot,GTX Basic,Toughzap,Lost,11/19/2017,11/21/2017,0,2.00
JW51LS6C,Maureen Marcano,MG Advanced,Lexiqvolax,Lost,11/19/2017,12/4/2017,0,15.00
KU4GX1KD,Niesha Huffines,GTX Basic,Isdom,Won,11/19/2017,11/28/2017,662,9.00
GSE8QWMU,Vicki Laflamme,GTXPro,Finjob,Won,11/19/2017,11/24/2017,4540,5.00
6MTK51P5,Anna Snelling,MG Special,Rundofase,Won,11/20/2017,11/29/2017,52,9.00
J962I0KG,Cassey Cress,GTX Plus Basic,,Engaging,11/20/2017,12/31/2017,0,41.00
QA2XTMMZ,Corliss Cosme,GTXPro,Yearin,Lost,11/20/2017,11/27/2017,0,7.00
T58EDFV0,Kami Bicknell,GTX Basic,Goodsilron,Won,11/20/2017,12/8/2017,504,18.00
C09PGOZG,Kary Hendrixson,GTX Basic,Kan-code,Won,11/20/2017,12/4/2017,589,14.00
IG9RPWOZ,Moses Frase,GTX Plus Pro,Stanredtax,Won,11/20/2017,12/9/2017,5756,19.00
3GFZ7SN4,Moses Frase,MG Advanced,Streethex,Won,11/20/2017,11/23/2017,3161,3.00
PQ84ANKD,Violet Mclelland,MG Special,,Engaging,11/20/2017,12/31/2017,0,41.00
DC1E84LC,Wilburn Farren,GTX Plus Pro,Umbrella Corporation,Won,11/20/2017,12/8/2017,5209,18.00
F0XGEQOE,Cassey Cress,MG Advanced,Kan-code,Lost,11/21/2017,11/25/2017,0,4.00
EQIV6PMF,Cecily Lampkin,MG Special,dambase,Won,11/21/2017,12/8/2017,58,17.00
SK3A12HI,Corliss Cosme,MG Special,Massive Dynamic,Won,11/21/2017,12/21/2017,57,30.00
F28BOUE5,Donn Cantrell,GTXPro,Bubba Gump,Won,11/21/2017,12/10/2017,5466,19.00
Z7JCS0ZW,Gladys Colclough,GTX Plus Pro,Domzoom,Lost,11/21/2017,11/24/2017,0,3.00
9E3H6ONP,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,11/21/2017,11/25/2017,6932,4.00
FVTCAFCL,Kary Hendrixson,GTX Basic,Newex,Won,11/21/2017,12/22/2017,597,31.00
9TTQYYIW,Markita Hansen,MG Advanced,Green-Plus,Lost,11/21/2017,11/27/2017,0,6.00
33JYWJ1X,Maureen Marcano,GTX Basic,Cheers,Won,11/21/2017,12/29/2017,619,38.00
L11T0DYF,Vicki Laflamme,MG Advanced,Faxquote,Won,11/21/2017,12/1/2017,2590,10.00
QJZVB9ZG,Wilburn Farren,GTXPro,Sumace,Lost,11/21/2017,11/26/2017,0,5.00
WAEWV7YD,Cassey Cress,GTX Basic,Yearin,Won,11/22/2017,12/7/2017,609,15.00
3RJPZ634,Corliss Cosme,GTXPro,Konex,Won,11/22/2017,12/6/2017,4492,14.00
FZH6NJAQ,Maureen Marcano,GTX Plus Basic,Rantouch,Lost,11/22/2017,11/27/2017,0,5.00
4MPM6ZPU,Reed Clapper,GTXPro,Yearin,Lost,11/22/2017,12/6/2017,0,14.00
U0XDMZK8,Violet Mclelland,MG Special,Kan-code,Won,11/22/2017,12/5/2017,47,13.00
J1G2SZKD,Zane Levy,GTX Basic,Goodsilron,Engaging,11/22/2017,12/31/2017,0,39.00
BF9D3HVC,Corliss Cosme,GTX Basic,Donquadtech,Lost,11/23/2017,12/2/2017,0,9.00
YMWG4Z3S,Kary Hendrixson,GTX Plus Basic,Warephase,Engaging,11/23/2017,12/31/2017,0,38.00
6AT4VS58,Kary Hendrixson,GTX Basic,Sonron,Won,11/23/2017,12/8/2017,484,15.00
S5FBJ31P,Marty Freudenburg,MG Advanced,Ron-tech,Lost,11/23/2017,11/25/2017,0,2.00
62JLAD45,Niesha Huffines,MG Special,Toughzap,Lost,11/23/2017,11/28/2017,0,5.00
Z7GJE1K0,Rosalina Dieter,MG Special,Dalttechnology,Won,11/23/2017,12/7/2017,49,14.00
PV3TH2FF,Vicki Laflamme,MG Special,,Engaging,11/23/2017,12/31/2017,0,38.00
4ZQTMS3Z,Violet Mclelland,MG Special,Kan-code,Engaging,11/23/2017,12/31/2017,0,38.00
N6ZLW0OG,Cassey Cress,GTX Plus Basic,Ganjaflex,Won,11/24/2017,12/5/2017,927,11.00
IJ2CLOLZ,Daniell Hammack,GTXPro,Acme Corporation,Won,11/24/2017,12/9/2017,4445,15.00
K4N74V6U,Darcel Schlecht,GTXPro,Codehow,Won,11/24/2017,12/4/2017,5110,10.00
H7GFLCDH,Elease Gluck,MG Special,Blackzim,Won,11/24/2017,12/18/2017,62,24.00
0QMOIDET,James Ascencio,GTX Plus Basic,Konex,Won,11/24/2017,12/11/2017,1049,17.00
33JWQH71,Kami Bicknell,GTX Plus Basic,Labdrill,Won,11/24/2017,12/5/2017,885,11.00
D55HTKRU,Kary Hendrixson,GTXPro,Newex,Engaging,11/24/2017,12/31/2017,0,37.00
Z9WFXNX3,Markita Hansen,MG Advanced,Golddex,Lost,11/24/2017,11/29/2017,0,5.00
7ACIXBSY,Violet Mclelland,MG Advanced,Gekko & Co,Won,11/24/2017,12/5/2017,3612,11.00
MEIBOSW7,Wilburn Farren,GTXPro,Zencorporation,Won,11/24/2017,11/29/2017,5106,5.00
NBUHFAKW,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Won,11/25/2017,12/28/2017,2477,33.00
PJ3NGI1Y,Cassey Cress,MG Special,Donquadtech,Lost,11/25/2017,12/10/2017,0,15.00
RDZ2FC3A,Darcel Schlecht,GTX Basic,Warephase,Won,11/25/2017,12/11/2017,537,16.00
R7GYOI0M,James Ascencio,GTX Plus Pro,Hatfan,Won,11/25/2017,12/10/2017,5547,15.00
Z1IF1M5M,Moses Frase,GTX Plus Basic,Konmatfix,Won,11/25/2017,11/29/2017,1001,4.00
B133ECHC,Vicki Laflamme,GTX Plus Pro,Kan-code,Lost,11/25/2017,12/5/2017,0,10.00
P55UV5QW,Violet Mclelland,GTX Plus Basic,Yearin,Lost,11/25/2017,11/29/2017,0,4.00
H0HDYIYJ,Wilburn Farren,GTXPro,Umbrella Corporation,Won,11/25/2017,11/29/2017,5077,4.00
EBMBP7JQ,Anna Snelling,MG Advanced,dambase,Won,11/26/2017,12/7/2017,3844,11.00
MAUIC3DD,Corliss Cosme,GTX Plus Pro,Sumace,Lost,11/26/2017,12/10/2017,0,14.00
20048JO2,Corliss Cosme,GTX Plus Basic,Opentech,Won,11/26/2017,12/14/2017,1204,18.00
U071YJYI,Darcel Schlecht,MG Advanced,Isdom,Lost,11/26/2017,12/11/2017,0,15.00
Y3EVBV53,Gladys Colclough,GTX Basic,Stanredtax,Won,11/26/2017,12/7/2017,562,11.00
JE63NRUA,Kami Bicknell,GTX Plus Basic,Faxquote,Lost,11/26/2017,12/25/2017,0,29.00
YA8CL4UM,Kami Bicknell,GTX Basic,Sunnamplex,Won,11/26/2017,12/1/2017,460,5.00
43WRAJ1I,Versie Hillebrand,MG Special,Rundofase,Won,11/26/2017,12/11/2017,66,15.00
DA7BZMMO,Versie Hillebrand,MG Advanced,Cancity,Won,11/26/2017,12/12/2017,3309,16.00
6QRZCDL0,Violet Mclelland,MG Advanced,Massive Dynamic,Lost,11/26/2017,11/27/2017,0,1.00
348COZ5O,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,11/27/2017,11/30/2017,4888,3.00
GLUYX9KN,Hayden Neloms,GTX Plus Basic,J-Texon,Won,11/27/2017,12/12/2017,1192,15.00
2DT6W3HA,Reed Clapper,MG Advanced,Bluth Company,Lost,11/27/2017,12/12/2017,0,15.00
7S8SLZDY,Rosalina Dieter,MG Special,,Engaging,11/27/2017,12/31/2017,0,34.00
L8XNQONA,Zane Levy,GTX Basic,Inity,Engaging,11/27/2017,12/31/2017,0,34.00
WE03969I,Donn Cantrell,GTX Plus Basic,Gekko & Co,Won,11/28/2017,12/9/2017,1131,11.00
3SOLZEZX,Hayden Neloms,GTX Plus Pro,Goodsilron,Won,11/28/2017,12/12/2017,5702,14.00
MAA6TJMM,Kami Bicknell,GTX Basic,Cheers,Won,11/28/2017,12/13/2017,563,15.00
0DY00J6O,Maureen Marcano,GTX Plus Pro,Xx-holding,Won,11/28/2017,12/11/2017,5886,13.00
U8IUBGTW,Niesha Huffines,GTX Basic,Domzoom,Lost,11/28/2017,12/5/2017,0,7.00
EV0V1ZZA,Vicki Laflamme,MG Advanced,Hatfan,Lost,11/28/2017,12/2/2017,0,4.00
JVF7HZMV,Zane Levy,GTX Plus Basic,,Engaging,11/28/2017,12/31/2017,0,33.00
RCDG00F7,Zane Levy,GTX Basic,Rantouch,Won,11/28/2017,12/4/2017,601,6.00
XAKK81WB,Elease Gluck,MG Special,Sonron,Won,11/29/2017,12/18/2017,58,19.00
B6CHA7CX,Hayden Neloms,MG Special,Blackzim,Won,11/29/2017,12/14/2017,58,15.00
V263VR1Y,Hayden Neloms,MG Advanced,Finjob,Won,11/29/2017,12/14/2017,3285,15.00
A2PTJA6G,Reed Clapper,MG Advanced,Plussunin,Won,11/29/2017,12/8/2017,3494,9.00
GQDS81G1,Corliss Cosme,GTX Plus Pro,,Engaging,11/30/2017,12/31/2017,0,31.00
GUDTJY0I,Darcel Schlecht,MG Advanced,Finhigh,Lost,11/30/2017,12/14/2017,0,14.00
MDK5NQJA,Donn Cantrell,GTX Plus Pro,Initech,Won,11/30/2017,12/14/2017,5204,14.00
GB1K3Y4Y,Garret Kinder,GTX Basic,The New York Inquirer,Won,11/30/2017,12/15/2017,579,15.00
KKOU11ZD,Kary Hendrixson,GTX Plus Basic,Cheers,Won,11/30/2017,12/14/2017,1195,14.00
KHZ3IOKH,Lajuana Vencill,GTX Plus Pro,Streethex,Won,11/30/2017,12/29/2017,6340,29.00
Q34UWP01,Wilburn Farren,GTX Plus Basic,Zathunicon,Won,11/30/2017,12/19/2017,1179,19.00
X70BM5FO,Anna Snelling,GTX Plus Basic,Condax,Won,12/1/2017,12/22/2017,1243,21.00
NCF02FA5,Elease Gluck,GTX Plus Basic,Zoomit,Won,12/1/2017,12/15/2017,953,14.00
LC93MVYP,Kami Bicknell,GTX Basic,,Engaging,12/1/2017,12/31/2017,0,30.00
XF54BYUH,Moses Frase,GTX Plus Pro,Genco Pura Olive Oil Company,Won,12/1/2017,12/9/2017,5619,8.00
23ZL97PN,Donn Cantrell,GTX Plus Basic,Betasoloin,Lost,12/2/2017,12/12/2017,0,10.00
PVZ4YGQG,Donn Cantrell,GTX Plus Basic,Donware,Lost,12/2/2017,12/11/2017,0,9.00
7L89U5DU,Hayden Neloms,MG Advanced,Plexzap,Won,12/2/2017,12/20/2017,3547,18.00
KNN6C4O3,Kami Bicknell,GTXPro,Green-Plus,Won,12/2/2017,12/15/2017,4899,13.00
CXAEFADQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,12/2/2017,12/20/2017,993,18.00
G6433A35,James Ascencio,MG Special,Doncon,Won,12/3/2017,12/10/2017,54,7.00
1WVEAE8N,Jonathan Berthelot,GTX Plus Basic,Codehow,Lost,12/3/2017,12/20/2017,0,17.00
TJJFAU52,Rosie Papadopoulos,MG Special,Initech,Won,12/3/2017,12/24/2017,58,21.00
JCJ5PJDH,Anna Snelling,MG Special,Hottechi,Won,12/4/2017,12/13/2017,57,9.00
0RH9W4E2,Gladys Colclough,MG Special,Streethex,Lost,12/4/2017,12/24/2017,0,20.00
MG3ZJ8F3,Gladys Colclough,GTX Plus Basic,Inity,Won,12/4/2017,12/11/2017,1110,7.00
R892OD1B,Versie Hillebrand,MG Special,Rundofase,Won,12/4/2017,12/8/2017,57,4.00
SZ09YDEF,Zane Levy,GTXPro,Finjob,Lost,12/4/2017,12/20/2017,0,16.00
9WUYZLBE,Zane Levy,MG Special,Nam-zim,Won,12/4/2017,12/15/2017,64,11.00
RV7ERUUT,Boris Faz,GTX Plus Pro,Zotware,Won,12/5/2017,12/7/2017,5172,2.00
EY0JZ32S,Corliss Cosme,GTX Plus Basic,Zotware,Lost,12/5/2017,12/27/2017,0,22.00
CEYW89RW,Kary Hendrixson,GTX Basic,Golddex,Lost,12/5/2017,12/25/2017,0,20.00
MBBBOMEV,Markita Hansen,MG Special,Faxquote,Lost,12/5/2017,12/19/2017,0,14.00
I6FIZ2S5,Niesha Huffines,GTX Plus Pro,Funholding,Won,12/5/2017,12/19/2017,6141,14.00
07GUKIG3,Violet Mclelland,MG Special,,Engaging,12/5/2017,12/31/2017,0,26.00
7EYDG0CV,Anna Snelling,MG Special,Statholdings,Won,12/6/2017,12/14/2017,56,8.00
UFAABKQJ,Cecily Lampkin,GTX Basic,Dontechi,Won,12/6/2017,12/12/2017,515,6.00
7ZU2A8L1,Donn Cantrell,GTX Basic,Donware,Won,12/6/2017,12/23/2017,698,17.00
O1HKZ4ZF,Donn Cantrell,GTX Basic,Yearin,Won,12/6/2017,12/30/2017,481,24.00
8VO26H1R,Kary Hendrixson,GTXPro,Faxquote,Lost,12/6/2017,12/22/2017,0,16.00
A2OLLGWZ,Versie Hillebrand,MG Special,Rangreen,Won,12/6/2017,12/14/2017,49,8.00
WKIRY6KE,Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,12/7/2017,12/18/2017,1111,11.00
EJYFAV40,Marty Freudenburg,GTX Plus Pro,Toughzap,Won,12/7/2017,12/28/2017,5862,21.00
8A1EB728,Rosalina Dieter,MG Special,J-Texon,Won,12/7/2017,12/16/2017,54,9.00
RS31U03Y,Zane Levy,GTX Plus Basic,,Engaging,12/7/2017,12/31/2017,0,24.00
2KWQ6RAZ,Anna Snelling,MG Special,Cancity,Won,12/8/2017,12/18/2017,60,10.00
823X29EZ,Donn Cantrell,GTXPro,Plussunin,Lost,12/8/2017,12/22/2017,0,14.00
VL8YNHD7,Kary Hendrixson,GTX Plus Basic,,Engaging,12/8/2017,12/31/2017,0,23.00
YY4VFPND,Kary Hendrixson,GTX Plus Basic,Golddex,Won,12/8/2017,12/29/2017,1168,21.00
RYLBEZ4N,Violet Mclelland,MG Special,Gekko & Co,Won,12/8/2017,12/18/2017,48,10.00
Y4UIUIEG,Cecily Lampkin,GTX Plus Basic,Cancity,Won,12/9/2017,12/24/2017,986,15.00
1HG8VLHU,Cecily Lampkin,MG Advanced,Toughzap,Won,12/9/2017,12/16/2017,3843,7.00
0OJE7J6C,Corliss Cosme,GTX Plus Pro,Gekko & Co,Won,12/9/2017,12/17/2017,5143,8.00
OCVCCWPQ,Gladys Colclough,MG Special,Codehow,Won,12/9/2017,12/24/2017,52,15.00
S2KBTW2O,James Ascencio,GTX Plus Pro,Scotfind,Won,12/9/2017,12/23/2017,5576,14.00
QJ9H7Y8W,Kami Bicknell,MG Special,Sunnamplex,Won,12/9/2017,12/18/2017,59,9.00
FNA51WN6,Kary Hendrixson,GTXPro,J-Texon,Won,12/9/2017,12/27/2017,4178,18.00
921APYA3,Markita Hansen,GTX Plus Basic,Lexiqvolax,Won,12/9/2017,12/25/2017,1192,16.00
GMY4U7RD,Maureen Marcano,GTX Basic,,Engaging,12/9/2017,12/31/2017,0,22.00
CPC83NKN,Niesha Huffines,GTX Plus Basic,Conecom,Won,12/9/2017,12/24/2017,1047,15.00
TBS5Y874,Reed Clapper,GTX Plus Pro,Kan-code,Won,12/9/2017,12/17/2017,6456,8.00
6JZ0HCSF,Rosie Papadopoulos,GTXPro,Xx-zobam,Lost,12/9/2017,12/29/2017,0,20.00
JRSU8ALH,Anna Snelling,GTX Basic,Ron-tech,Lost,12/10/2017,12/19/2017,0,9.00
7GXUCFW5,Darcel Schlecht,GTXPro,Inity,Won,12/10/2017,12/17/2017,4755,7.00
E66UG7VC,Maureen Marcano,MG Special,Y-corporation,Won,12/10/2017,12/25/2017,55,15.00
7IAHPFT9,Vicki Laflamme,MG Advanced,Faxquote,Won,12/10/2017,12/18/2017,3078,8.00
FZWU2I30,Zane Levy,GTX Plus Pro,The New York Inquirer,Engaging,12/10/2017,12/31/2017,0,21.00
04AOWMXV,Anna Snelling,GTX Basic,Codehow,Won,12/11/2017,12/28/2017,537,17.00
XZ9YR78K,Gladys Colclough,GTX Plus Basic,Hottechi,Won,12/11/2017,12/18/2017,1220,7.00
WZKN6PO4,Markita Hansen,MG Special,Finjob,Won,12/11/2017,12/21/2017,53,10.00
WQSUMJRZ,Versie Hillebrand,MG Special,Scottech,Won,12/11/2017,12/18/2017,60,7.00
1RIO9PCD,Vicki Laflamme,GTX Basic,Hottechi,Won,12/11/2017,12/29/2017,494,18.00
TQV7CO87,Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Won,12/12/2017,12/18/2017,480,6.00
3FJPGYD7,Kami Bicknell,GTX Basic,Cheers,Lost,12/12/2017,12/29/2017,0,17.00
9AQFU718,Lajuana Vencill,GTX Basic,Toughzap,Lost,12/12/2017,12/15/2017,0,3.00
AUJE7IZR,Maureen Marcano,GTX Plus Basic,Hottechi,Won,12/12/2017,12/26/2017,1075,14.00
LE3XYXEF,Reed Clapper,GTX Plus Basic,Ganjaflex,Lost,12/12/2017,12/25/2017,0,13.00
PM2BF2KB,Cassey Cress,GTX Plus Basic,Xx-holding,Engaging,12/13/2017,12/31/2017,0,18.00
IQR162ZT,Elease Gluck,GTX Plus Basic,,Engaging,12/13/2017,12/31/2017,0,18.00
TVU1PQEL,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,12/13/2017,12/28/2017,1166,15.00
3RGNKYWW,Kary Hendrixson,GTX Plus Basic,Hatfan,Won,12/13/2017,12/26/2017,921,13.00
K9KGXL2E,Markita Hansen,MG Advanced,Lexiqvolax,Engaging,12/13/2017,12/31/2017,0,18.00
HNCSYU4T,Markita Hansen,MG Advanced,Faxquote,Won,12/13/2017,12/27/2017,3442,14.00
1PXQZ40I,Versie Hillebrand,MG Advanced,Zumgoity,Won,12/13/2017,12/27/2017,3735,14.00
FYAVINLC,Vicki Laflamme,MG Special,Finjob,Won,12/13/2017,12/17/2017,50,4.00
60JGDDRO,Darcel Schlecht,GTXPro,Domzoom,Won,12/14/2017,12/19/2017,5052,5.00
R4BO7K5M,Kary Hendrixson,GTX Basic,Cheers,Lost,12/14/2017,12/29/2017,0,15.00
X4XN0M8A,Kary Hendrixson,MG Special,Hatfan,Won,12/14/2017,12/30/2017,44,16.00
M4MAVN65,Vicki Laflamme,MG Special,Doncon,Lost,12/14/2017,12/22/2017,0,8.00
